# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
sequence	sha	parents	author_date	commit_date	kind	subject	workstream	issue	related_workstreams	files	db_files	api_files	ui_files	patch_id	reverse_check	same_subject_europa	same_subject_upstream	equivalent_upstream	dependencies	pretriage	decision	europa_sha	pr	validation	reviewed_europa_sha	source_url	notes
170	4d54125bb62de999cba3b3b05622a391fc564985	4816e059383db0b056dd016c50e7edd47dbb1c88	2026-07-10T08:32:36-04:00	2026-07-10T14:32:36+02:00	commit	CLVM: Fix volume mapping and disk path matching for storage migration (#13468)	S5B	#994		engine/orchestration/src/main/java/com/cloud/vm/VirtualMachineManagerImpl.java;engine/storage/datamotion/src/main/java/org/apache/cloudstack/storage/motion/AncientDataMotionStrategy.java;engine/storage/volume/src/main/java/org/apache/cloudstack/storage/volume/VolumeServiceImpl.java;engine/storage/volume/src/test/java/org/apache/cloudstack/storage/volume/VolumeServiceImplClvmTest.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/KVMStorageProcessor.java;plugins/storage/volume/default/src/main/java/org/apache/cloudstack/storage/datastore/driver/CloudStackPrimaryDataStoreDriverImpl.java				2020cfda99d318a2ba6a9fa71a2c8d4f12c39787	FAIL				ce9793c0bef6e33034a1c23bbbca95d7adcccbd7	Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/4d54125bb62de999cba3b3b05622a391fc564985	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
171	57671274d868305eee4e588fda7cdce392400b1a	a951ac61d0900764a4ec85df8e1250c0dcd24af4	2026-07-10T12:50:33+02:00	2026-07-10T12:50:33+02:00	commit	linstor: fix encrypted volume snapshot backup and restore (#13486)	S5B	#994		plugins/storage/volume/linstor/CHANGELOG.md;plugins/storage/volume/linstor/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LinstorBackupSnapshotCommandWrapper.java;plugins/storage/volume/linstor/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LinstorRevertBackupSnapshotCommandWrapper.java;plugins/storage/volume/linstor/src/main/java/org/apache/cloudstack/storage/datastore/driver/LinstorPrimaryDataStoreDriverImpl.java;test/integration/plugins/linstor/README.md;test/integration/plugins/linstor/test_linstor_encrypted_snapshots.py				fdb2604045da64ea82a6775b94c5fe2ff19b12ac	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/57671274d868305eee4e588fda7cdce392400b1a	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
172	ff9ee24d1250c9d394ae60af8c70120416045691	c267ad39bcdaa07e42c73cb29b1c4b51bccfe54e	2026-05-26T13:27:33+05:30	2026-05-26T13:27:33+05:30	commit	Fix local upload from browser failing due to ssvm cert not trusted (#13204)	S5B	#994	S7	ui/public/locales/en.json;ui/src/style/vars.less;ui/src/utils/ssvmProbe.js;ui/src/views/image/RegisterOrUploadIso.vue;ui/src/views/image/RegisterOrUploadTemplate.vue;ui/src/views/storage/UploadLocalVolume.vue			ui/public/locales/en.json;ui/src/style/vars.less;ui/src/utils/ssvmProbe.js;ui/src/views/image/RegisterOrUploadIso.vue;ui/src/views/image/RegisterOrUploadTemplate.vue;ui/src/views/storage/UploadLocalVolume.vue	927d13fd8b53577ac0925eeac441f30419a3781d	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/ff9ee24d1250c9d394ae60af8c70120416045691	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
173	b642bbe38e132481906a65f5f73ada177aea8e00	ff9ee24d1250c9d394ae60af8c70120416045691	2026-05-27T08:36:31-03:00	2026-05-27T13:36:31+02:00	commit	Fix the validation of CPVMs states in multiple zones (#13021)	S5A	#993		server/src/main/java/com/cloud/consoleproxy/ConsoleProxyManagerImpl.java				0fc4e1e74b3e5e3fb62d960be33966ef55674715	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/b642bbe38e132481906a65f5f73ada177aea8e00	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
174	357186d64d0819fc8321b734b69b691ef09e4412	b642bbe38e132481906a65f5f73ada177aea8e00	2026-05-27T21:16:52+01:00	2026-05-27T17:16:52-03:00	commit	flasharray: fall back to array capacity when pod has no quota (#13050)	S5B	#994		plugins/storage/volume/flasharray/src/main/java/org/apache/cloudstack/storage/datastore/adapter/flasharray/FlashArrayAdapter.java				78e5a0f0fdfeea44ffeab19139c73a3d11ca6b50	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/357186d64d0819fc8321b734b69b691ef09e4412	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
175	a3970bb15301f421305f375d37ed5cd61db578b6	357186d64d0819fc8321b734b69b691ef09e4412	2026-06-01T10:29:33-03:00	2026-06-01T10:29:33-03:00	commit	Fix convert command's timeout for snapshot commands (#13210)	S5B	#994		plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/KVMStorageProcessor.java;plugins/hypervisors/kvm/src/main/java/org/apache/cloudstack/utils/qemu/QemuImg.java				c8a8dbe1b2c7d9a63748accd62548b085c563fab	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/a3970bb15301f421305f375d37ed5cd61db578b6	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
176	7bc458ff85eb950b84a350a00c7a6d5ffe376b8e	a3970bb15301f421305f375d37ed5cd61db578b6	2026-06-11T23:50:33+05:30	2026-06-11T15:20:33-03:00	commit	Fix for usage server getting stuck due to duplicate VM events (#13019)	S4	#992		engine/schema/src/main/java/com/cloud/upgrade/DatabaseUpgradeChecker.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42030to42040.java	engine/schema/src/main/java/com/cloud/upgrade/DatabaseUpgradeChecker.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42030to42040.java			1c62adc138f665b86db1ee436cecd7a1c4c287a7	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/7bc458ff85eb950b84a350a00c7a6d5ffe376b8e	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
177	d35c1cd3ffe627494d52ec5db7a3443adbcfc5e7	7bc458ff85eb950b84a350a00c7a6d5ffe376b8e	2026-06-12T00:09:24+05:30	2026-06-11T15:39:24-03:00	commit	Remove the duplicate configkey json.content.type (#13264)	S2	#990		server/src/main/java/com/cloud/api/ApiServer.java;server/src/main/java/com/cloud/api/ApiServlet.java				38f355a45069c729d64d0df5abe596e822f2047c	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/d35c1cd3ffe627494d52ec5db7a3443adbcfc5e7	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
178	0bbea20062654d4b634e5aef4b41bbd33746faf3	d35c1cd3ffe627494d52ec5db7a3443adbcfc5e7	2026-06-13T07:45:01+02:00	2026-06-13T07:45:01+02:00	commit	server: fix NPE when migrate vm away with volumes (#13131)	S5A	#993		server/src/main/java/com/cloud/resource/ResourceManagerImpl.java				a06497b0ec92e457460d1e22b7bcc7ae628a1702	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/0bbea20062654d4b634e5aef4b41bbd33746faf3	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
179	b26b70c40d60afe2606aca2a59945e3aec707539	0bbea20062654d4b634e5aef4b41bbd33746faf3	2026-06-17T05:16:08-03:00	2026-06-17T10:16:08+02:00	commit	Fix public IP range addition form (#13356)	S6	#997	S7	ui/src/views/infra/network/IpRangesTabPublic.vue			ui/src/views/infra/network/IpRangesTabPublic.vue	e751263dd10210a659cd1a762f3135ab0a8e21ff	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/b26b70c40d60afe2606aca2a59945e3aec707539	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
180	4244c2cc102cc7decfb166147adf5161c8e29f1f	b26b70c40d60afe2606aca2a59945e3aec707539	2026-06-18T02:28:44-04:00	2026-06-18T08:30:20+02:00	commit	UI: Allow selecting network for VNF nics if template is a non deploy-as-is template (#13423)	S6	#997	S7	ui/src/views/compute/wizard/VnfNicsSelection.vue			ui/src/views/compute/wizard/VnfNicsSelection.vue	9b64038c557bedf3501265772070d67875c601e3	FAIL		e689c02b689c3726dbbc36a28b578c857057f1e1	e689c02b689c3726dbbc36a28b578c857057f1e1		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/4244c2cc102cc7decfb166147adf5161c8e29f1f	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
181	78d9cb5abd633ff740352637dce417346b0b8a80	4244c2cc102cc7decfb166147adf5161c8e29f1f	2026-06-21T08:27:50-03:00	2026-06-21T13:27:50+02:00	commit	dynamic vm.network.throttling.rate global configuration (#12567)	S6	#997		engine/api/src/main/java/org/apache/cloudstack/engine/orchestration/service/NetworkOrchestrationService.java;engine/orchestration/src/main/java/org/apache/cloudstack/engine/orchestration/NetworkOrchestrator.java;server/src/main/java/com/cloud/configuration/Config.java;server/src/main/java/com/cloud/configuration/ConfigurationManagerImpl.java				5b1e5624745b3c5928b6f1034f9ca5abf3ec3198	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/78d9cb5abd633ff740352637dce417346b0b8a80	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
182	b36f06482fad3c5fa15cae02df0d696b4f659fc7	78d9cb5abd633ff740352637dce417346b0b8a80	2026-06-22T03:14:51-03:00	2026-06-22T08:14:51+02:00	commit	fix misleading error message (#13450)	S6	#997		server/src/main/java/org/apache/cloudstack/backup/BackupManagerImpl.java				cd6c411ad03b9f528fb3e7b9d9a368a7b60a0358	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/b36f06482fad3c5fa15cae02df0d696b4f659fc7	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
183	2eb9820f3cb42e232ab01a1c340cd90b62844499	b36f06482fad3c5fa15cae02df0d696b4f659fc7	2026-06-23T15:37:51+05:30	2026-06-23T15:37:51+05:30	commit	framework-jobs,server: fix password obfuscation for job result and password with display=false (#13388)	S3	#991		framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/impl/AsyncJobManagerImpl.java;framework/jobs/src/test/java/org/apache/cloudstack/framework/jobs/AsyncJobManagerTest.java;server/src/main/java/com/cloud/network/element/VirtualRouterElement.java				072b69a4b8f80956b9c3167c29ca0a1bdb204da6	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/2eb9820f3cb42e232ab01a1c340cd90b62844499	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
184	c8b7816d5ee064f4c5affe79124de4a9394e4f56	2eb9820f3cb42e232ab01a1c340cd90b62844499	2026-07-01T16:59:18+02:00	2026-07-01T16:59:18+02:00	commit	marvin: install mysql-connector-python >= 8.4.0 (#13482)	S2	#990		tools/marvin/setup.py				4e9231d171d4fb5bee2f2b1af1b9b14af3311ae3	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/c8b7816d5ee064f4c5affe79124de4a9394e4f56	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
185	a4b102fb3f99cfe45e3aab813d43e161efe59866	c8b7816d5ee064f4c5affe79124de4a9394e4f56	2026-07-09T18:25:54+05:30	2026-07-09T14:55:54+02:00	commit	Fix skip DRS for a VM (#12994)	S5A	#993		engine/schema/src/main/java/org/apache/cloudstack/resourcedetail/ResourceDetailsDao.java;engine/schema/src/main/java/org/apache/cloudstack/resourcedetail/ResourceDetailsDaoBase.java;server/src/main/java/org/apache/cloudstack/cluster/ClusterDrsServiceImpl.java;server/src/test/java/org/apache/cloudstack/cluster/ClusterDrsServiceImplTest.java				7f0cc7c7f86fbf53b5845ac9b49ec3dc0ccd7c2d	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/a4b102fb3f99cfe45e3aab813d43e161efe59866	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
186	c7e2c748f74619e3b0454d6f2904b89abaf39003	57671274d868305eee4e588fda7cdce392400b1a;a4b102fb3f99cfe45e3aab813d43e161efe59866	2026-07-10T13:29:39+02:00	2026-07-10T13:29:39+02:00	merge	Merge remote-tracking branch 'apache/4.20' into 4.22	S2	#990	S4,S5A,S5B,S3	engine/api/src/main/java/org/apache/cloudstack/engine/orchestration/service/NetworkOrchestrationService.java;engine/orchestration/src/main/java/org/apache/cloudstack/engine/orchestration/NetworkOrchestrator.java;engine/schema/src/main/java/com/cloud/upgrade/DatabaseUpgradeChecker.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42030to42040.java;engine/schema/src/main/java/org/apache/cloudstack/resourcedetail/ResourceDetailsDao.java;engine/schema/src/main/java/org/apache/cloudstack/resourcedetail/ResourceDetailsDaoBase.java;framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/impl/AsyncJobManagerImpl.java;framework/jobs/src/test/java/org/apache/cloudstack/framework/jobs/AsyncJobManagerTest.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/KVMStorageProcessor.java;plugins/hypervisors/kvm/src/main/java/org/apache/cloudstack/utils/qemu/QemuImg.java;plugins/storage/volume/flasharray/src/main/java/org/apache/cloudstack/storage/datastore/adapter/flasharray/FlashArrayAdapter.java;server/src/main/java/com/cloud/api/ApiServer.java;server/src/main/java/com/cloud/api/ApiServlet.java;server/src/main/java/com/cloud/configuration/Config.java;server/src/main/java/com/cloud/configuration/ConfigurationManagerImpl.java;server/src/main/java/com/cloud/consoleproxy/ConsoleProxyManagerImpl.java;server/src/main/java/com/cloud/network/element/VirtualRouterElement.java;server/src/main/java/com/cloud/resource/ResourceManagerImpl.java;server/src/main/java/org/apache/cloudstack/backup/BackupManagerImpl.java;server/src/main/java/org/apache/cloudstack/cluster/ClusterDrsServiceImpl.java;server/src/test/java/org/apache/cloudstack/cluster/ClusterDrsServiceImplTest.java;tools/marvin/setup.py;ui/public/locales/en.json;ui/src/style/vars.less;ui/src/utils/ssvmProbe.js;ui/src/views/image/RegisterOrUploadIso.vue;ui/src/views/image/RegisterOrUploadTemplate.vue;ui/src/views/infra/network/IpRangesTabPublic.vue;ui/src/views/storage/UploadLocalVolume.vue	engine/schema/src/main/java/com/cloud/upgrade/DatabaseUpgradeChecker.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42030to42040.java		ui/public/locales/en.json;ui/src/style/vars.less;ui/src/utils/ssvmProbe.js;ui/src/views/image/RegisterOrUploadIso.vue;ui/src/views/image/RegisterOrUploadTemplate.vue;ui/src/views/infra/network/IpRangesTabPublic.vue;ui/src/views/storage/UploadLocalVolume.vue						ff9ee24d1250c9d394ae60af8c70120416045691	Merge Resolution Review	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/c7e2c748f74619e3b0454d6f2904b89abaf39003	upgrade 체인/JSONContentType/DRS VMInstanceDetails/업로드 getAPI async 합성. DB와 local-upload 회귀 포함. 신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
187	265b554d608ef42d7c77de0eab088a46f8c4fd81	c7e2c748f74619e3b0454d6f2904b89abaf39003	2026-07-10T13:04:14+02:00	2026-07-10T13:30:05+02:00	commit	Fix 4.22 build failures after forward-merge and rename 42010to42100 to 42040to42100	S2	#990	S4	engine/schema/src/main/java/com/cloud/upgrade/DatabaseUpgradeChecker.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42010to42100.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42040to42100.java;engine/schema/src/main/resources/META-INF/db/schema-42010to42100-cleanup.sql;engine/schema/src/main/resources/META-INF/db/schema-42010to42100.sql;engine/schema/src/main/resources/META-INF/db/schema-42040to42100-cleanup.sql;engine/schema/src/main/resources/META-INF/db/schema-42040to42100.sql;engine/schema/src/test/java/com/cloud/upgrade/DatabaseUpgradeCheckerTest.java;engine/schema/src/test/java/com/cloud/upgrade/dao/Upgrade42010to42100Test.java;engine/schema/src/test/java/com/cloud/upgrade/dao/Upgrade42040to42100Test.java	engine/schema/src/main/java/com/cloud/upgrade/DatabaseUpgradeChecker.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42010to42100.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42040to42100.java;engine/schema/src/main/resources/META-INF/db/schema-42010to42100-cleanup.sql;engine/schema/src/main/resources/META-INF/db/schema-42010to42100.sql;engine/schema/src/main/resources/META-INF/db/schema-42040to42100-cleanup.sql;engine/schema/src/main/resources/META-INF/db/schema-42040to42100.sql;engine/schema/src/test/java/com/cloud/upgrade/DatabaseUpgradeCheckerTest.java;engine/schema/src/test/java/com/cloud/upgrade/dao/Upgrade42010to42100Test.java;engine/schema/src/test/java/com/cloud/upgrade/dao/Upgrade42040to42100Test.java			f19aab9466016045c772992dc44ef1288c7e0df9	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/265b554d608ef42d7c77de0eab088a46f8c4fd81	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
188	846803db0766e95e618d0675186268c4d31fefb0	4d54125bb62de999cba3b3b05622a391fc564985;265b554d608ef42d7c77de0eab088a46f8c4fd81	2026-07-10T14:40:24+02:00	2026-07-10T14:40:24+02:00	merge	Merge remote-tracking branch 'apache/4.22'	S2	#990	S6,S5B	engine/api/src/main/java/org/apache/cloudstack/engine/orchestration/service/NetworkOrchestrationService.java;engine/orchestration/src/main/java/org/apache/cloudstack/engine/orchestration/NetworkOrchestrator.java;engine/schema/src/main/java/com/cloud/upgrade/DatabaseUpgradeChecker.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42010to42100.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42030to42040.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42040to42100.java;engine/schema/src/main/java/org/apache/cloudstack/resourcedetail/ResourceDetailsDao.java;engine/schema/src/main/java/org/apache/cloudstack/resourcedetail/ResourceDetailsDaoBase.java;engine/schema/src/main/resources/META-INF/db/schema-42010to42100-cleanup.sql;engine/schema/src/main/resources/META-INF/db/schema-42010to42100.sql;engine/schema/src/main/resources/META-INF/db/schema-42040to42100-cleanup.sql;engine/schema/src/main/resources/META-INF/db/schema-42040to42100.sql;engine/schema/src/test/java/com/cloud/upgrade/DatabaseUpgradeCheckerTest.java;engine/schema/src/test/java/com/cloud/upgrade/dao/Upgrade42010to42100Test.java;engine/schema/src/test/java/com/cloud/upgrade/dao/Upgrade42040to42100Test.java;framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/impl/AsyncJobManagerImpl.java;framework/jobs/src/test/java/org/apache/cloudstack/framework/jobs/AsyncJobManagerTest.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/KVMStorageProcessor.java;plugins/hypervisors/kvm/src/main/java/org/apache/cloudstack/utils/qemu/QemuImg.java;plugins/storage/volume/flasharray/src/main/java/org/apache/cloudstack/storage/datastore/adapter/flasharray/FlashArrayAdapter.java;plugins/storage/volume/linstor/CHANGELOG.md;plugins/storage/volume/linstor/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LinstorBackupSnapshotCommandWrapper.java;plugins/storage/volume/linstor/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LinstorRevertBackupSnapshotCommandWrapper.java;plugins/storage/volume/linstor/src/main/java/org/apache/cloudstack/storage/datastore/driver/LinstorPrimaryDataStoreDriverImpl.java;server/src/main/java/com/cloud/api/ApiServer.java;server/src/main/java/com/cloud/api/ApiServlet.java;server/src/main/java/com/cloud/configuration/Config.java;server/src/main/java/com/cloud/configuration/ConfigurationManagerImpl.java;server/src/main/java/com/cloud/consoleproxy/ConsoleProxyManagerImpl.java;server/src/main/java/com/cloud/network/element/VirtualRouterElement.java;server/src/main/java/com/cloud/resource/ResourceManagerImpl.java;server/src/main/java/org/apache/cloudstack/backup/BackupManagerImpl.java;server/src/main/java/org/apache/cloudstack/cluster/ClusterDrsServiceImpl.java;server/src/test/java/org/apache/cloudstack/cluster/ClusterDrsServiceImplTest.java;test/integration/plugins/linstor/README.md;test/integration/plugins/linstor/test_linstor_encrypted_snapshots.py;ui/public/locales/en.json;ui/src/style/vars.less;ui/src/utils/ssvmProbe.js;ui/src/views/image/RegisterOrUploadIso.vue;ui/src/views/image/RegisterOrUploadTemplate.vue;ui/src/views/infra/network/IpRangesTabPublic.vue;ui/src/views/storage/UploadLocalVolume.vue	engine/schema/src/main/java/com/cloud/upgrade/DatabaseUpgradeChecker.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42010to42100.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42030to42040.java;engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade42040to42100.java;engine/schema/src/main/resources/META-INF/db/schema-42010to42100-cleanup.sql;engine/schema/src/main/resources/META-INF/db/schema-42010to42100.sql;engine/schema/src/main/resources/META-INF/db/schema-42040to42100-cleanup.sql;engine/schema/src/main/resources/META-INF/db/schema-42040to42100.sql;engine/schema/src/test/java/com/cloud/upgrade/DatabaseUpgradeCheckerTest.java;engine/schema/src/test/java/com/cloud/upgrade/dao/Upgrade42010to42100Test.java;engine/schema/src/test/java/com/cloud/upgrade/dao/Upgrade42040to42100Test.java		ui/public/locales/en.json;ui/src/style/vars.less;ui/src/utils/ssvmProbe.js;ui/src/views/image/RegisterOrUploadIso.vue;ui/src/views/image/RegisterOrUploadTemplate.vue;ui/src/views/infra/network/IpRangesTabPublic.vue;ui/src/views/storage/UploadLocalVolume.vue						de3656c8193c5cf96f4bf39a22b0f285a8e88265;78d9cb5abd633ff740352637dce417346b0b8a80	Merge Resolution Review	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/846803db0766e95e618d0675186268c4d31fefb0	NetworkOrchestrator DHCP+throttling 설정 합성, backup restore/attach 제한 메시지 일치. 신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
